Grades,Gender,Subject,Class,Exam term,Student_id,First name,Last name,Email,Age,Attendance,Midterm exam,Final term exam,Total score,Family income
C,Male,Math,10-C,Final,1923,Andrew,Keller,umiddleton@hotmail.com,17,78%,41,20,61,"₹40,000"
B+,Male,Math,10-C,Midterm,1924,Leslie,Gonzales,chamberseric@gmail.com,17,88%,24,36,60,"₹40,000"
B+,Male,Geography,10-C,Final,1925,Tina,Brown,kevinhawkins@lopez.com,17,100%,24,36,60,"₹40,000"
B+,Male,Math,10-A,Final,1926,Ronald,Randall,rwagner@greene.org,18,92%,29,39,68,"₹20,000"
A,Female,Geography,10-C,Midterm,1927,Laura,Davis,robynburke@barber.biz,16,93%,29,44,73,"₹60,000"
B+,Male,History,10-C,Final,1928,Kelly,Stokes,johnsonmegan@yahoo.com,15,80%,39,22,61,"₹30,000"
C,Female,History,10-B,Midterm,1929,Paula,Carter,cindy61@henry.com,18,93%,43,33,76,"₹50,000"
A-,Male,Science,10-C,Midterm,1930,Shannon,Beard,xperkins@sanchez-fox.com,16,96%,35,34,69,"₹50,000"
C+,Female,History,10-B,Final,1931,Valerie,Carlson,qjenkins@young-harvey.com,15,81%,21,43,64,"₹70,000"
A-,Female,Science,10-C,Final,1932,Angelica,Patterson,matthewbryant@jones-anderson.com,18,78%,38,44,82,"₹20,000"
B+,Male,English,10-C,Midterm,1933,Phillip,Davis,julie19@turner.com,14,84%,48,38,86,"₹30,000"
C,Female,Geography,10-B,Midterm,1934,Jennifer,Ward,angelicarangel@james-rodriguez.com,13,86%,46,50,96,"₹60,000"
C,Male,History,10-B,Final,1935,Amanda,Smith,aaron89@rice.com,16,79%,33,20,53,"₹80,000"
B+,Female,Geography,10-A,Midterm,1936,Andrea,King,wardnoah@yahoo.com,16,97%,28,20,48,"₹60,000"
C+,Male,History,10-B,Final,1937,Beth,Booker,jamessmith@yahoo.com,15,87%,36,37,73,"₹40,000"
B,Female,Math,10-A,Midterm,1938,Crystal,Long,danielle80@barrera-patrick.biz,18,99%,34,24,58,"₹80,000"
C+,Female,History,10-A,Midterm,1939,Hannah,Wilson,qdavis@gmail.com,17,99%,48,37,85,"₹30,000"
B+,Male,English,10-A,Midterm,1940,Chelsea,Spencer,clarkwilliam@weber.com,15,82%,35,31,66,"₹40,000"
C,Female,Science,10-B,Midterm,1941,James,Smith,armstrongkathleen@hotmail.com,14,97%,35,44,79,"₹20,000"
B,Male,Math,10-B,Final,1942,Warren,Dennis,bradleydiana@yahoo.com,13,98%,36,43,79,"₹60,000"
A-,Female,History,10-B,Final,1943,Jamie,Osborne,crosstodd@gmail.com,14,77%,41,31,72,"₹70,000"
A,Male,Math,10-C,Final,1944,Scott,Mendoza,elizabethedwards@gmail.com,17,92%,26,44,70,"₹80,000"
C+,Male,History,10-A,Final,1945,Lisa,Wells,gregorygarcia@hotmail.com,15,100%,44,41,85,"₹70,000"
A,Male,History,10-C,Midterm,1946,Tony,Romero,john38@gmail.com,13,83%,36,41,77,"₹60,000"
C+,Male,Science,10-C,Midterm,1947,Darryl,White,iwatts@henderson.biz,15,83%,30,26,56,"₹70,000"
B,Female,Geography,10-A,Final,1948,Patrick,Weaver,gzimmerman@yahoo.com,15,94%,44,29,73,"₹60,000"
A,Male,Geography,10-B,Final,1949,Michael,Smith,dmack@webb-moody.biz,17,90%,43,33,76,"₹30,000"
B,Male,Math,10-B,Final,1950,Laurie,Jimenez,waltercardenas@moore.net,15,97%,39,21,60,"₹60,000"
A,Male,Science,10-C,Final,1951,Kelly,Calhoun,gwilliams@hotmail.com,13,99%,30,29,59,"₹60,000"
C,Male,History,10-C,Final,1952,Russell,Henry,justin27@hotmail.com,16,88%,31,27,58,"₹20,000"
C+,Male,History,10-C,Midterm,1953,Monique,Cruz,pricechristina@james.com,15,79%,42,35,77,"₹60,000"
C+,Female,English,10-C,Midterm,1954,Marie,Perez,silvaashley@moore.com,16,100%,32,37,69,"₹40,000"
B,Female,Geography,10-A,Midterm,1955,Joshua,Mclaughlin,banksjessica@fuller-hoffman.com,13,99%,32,32,64,"₹30,000"
C+,Male,Geography,10-C,Final,1956,Julie,Walsh,laurenlindsey@warren.biz,15,99%,46,28,74,"₹30,000"
B+,Male,English,10-C,Final,1957,Heather,Cox,nathangriffith@gmail.com,16,97%,41,36,77,"₹60,000"
B,Female,History,10-C,Midterm,1958,Carlos,Williams,rhowell@hotmail.com,18,85%,49,36,85,"₹20,000"
B,Male,Geography,10-C,Final,1959,Kimberly,Johnson,anthony27@pineda-ritter.biz,15,85%,44,42,86,"₹60,000"
A-,Male,Geography,10-B,Midterm,1960,Martin,Jones,bdalton@rodriguez.com,16,78%,33,26,59,"₹50,000"
A,Female,English,10-B,Final,1961,Olivia,Boyd,caitlinstewart@yahoo.com,13,99%,35,37,72,"₹20,000"
B+,Female,Math,10-C,Final,1962,Alexander,Patterson,istrickland@harris-ward.com,15,88%,22,21,43,"₹50,000"
C+,Male,Geography,10-B,Final,1963,Anthony,Turner,carol61@gmail.com,18,87%,24,34,58,"₹50,000"
B+,Female,Math,10-A,Final,1964,Jennifer,Stephens,foleycarlos@watkins.com,16,98%,37,37,74,"₹30,000"
C+,Male,Geography,10-C,Midterm,1965,Katherine,Martin,sabrinavaldez@clark.biz,13,95%,38,49,87,"₹40,000"
B+,Male,History,10-A,Final,1966,Lauren,Jimenez,toddavila@kim-anderson.com,17,94%,32,46,78,"₹40,000"
B+,Male,Science,10-A,Midterm,1967,John,White,cmejia@yahoo.com,18,85%,30,20,50,"₹80,000"
B,Male,Geography,10-B,Final,1968,Rachel,Henderson,john55@gmail.com,14,88%,28,43,71,"₹70,000"
B+,Female,English,10-C,Midterm,1969,William,Perez,fishertimothy@lewis-davis.org,16,91%,22,43,65,"₹50,000"
C+,Female,Geography,10-C,Midterm,1970,Joseph,Roman,barnettmark@warren-lee.com,17,76%,29,22,51,"₹80,000"
B+,Female,Science,10-A,Final,1971,Karen,Mitchell,garciajennifer@gmail.com,13,96%,41,26,67,"₹60,000"
B,Male,Math,10-B,Midterm,1972,John,Howell,michellesmith@gmail.com,16,75%,50,26,76,"₹50,000"
B+,Female,Geography,10-B,Final,1973,Michael,Hawkins,watsonwilliam@yahoo.com,13,84%,31,27,58,"₹20,000"
B,Female,English,10-A,Final,1974,Brandi,Davidson,nathanhart@cook.biz,16,78%,41,23,64,"₹50,000"
B,Female,English,10-B,Final,1975,Maria,Torres,vlopez@yahoo.com,13,97%,46,50,96,"₹30,000"
A,Male,Math,10-C,Final,1976,Brian,Huynh,uwyatt@hotmail.com,13,82%,46,24,70,"₹50,000"
C+,Female,Geography,10-B,Final,1977,Paul,Wade,william18@yahoo.com,14,92%,22,21,43,"₹80,000"
A-,Male,Science,10-C,Midterm,1978,Angela,Hernandez,smithsarah@martinez-griffith.com,17,98%,22,20,42,"₹50,000"
A,Male,English,10-A,Midterm,1979,Catherine,Valdez,powellryan@gmail.com,18,92%,46,36,82,"₹40,000"
B,Female,English,10-A,Midterm,1980,Amy,Chapman,gregory91@ellis-thomas.com,13,77%,45,32,77,"₹20,000"
C+,Male,Science,10-A,Final,1981,Marcus,Guzman,mark24@hotmail.com,17,95%,47,24,71,"₹50,000"
C,Male,English,10-A,Midterm,1982,Joshua,Rodriguez,melindakelley@mitchell.com,17,94%,48,21,69,"₹20,000"
B+,Female,English,10-B,Midterm,1983,Ryan,Flores,elizabeth51@yahoo.com,18,92%,23,49,72,"₹30,000"
B+,Female,History,10-B,Final,1984,Alice,Logan,peter19@yahoo.com,15,98%,22,50,72,"₹50,000"
B,Male,English,10-C,Midterm,1985,Darlene,Lloyd,rossandrew@hotmail.com,15,76%,41,45,86,"₹50,000"
C+,Female,History,10-B,Midterm,1986,Kathleen,Schneider,nicole58@miles.com,16,81%,26,43,69,"₹20,000"
B,Female,History,10-C,Final,1987,Sandra,Gibson,kellyreynolds@hotmail.com,18,96%,50,24,74,"₹40,000"
C+,Female,Math,10-A,Final,1988,Carol,Cox,zmeyer@wheeler.com,17,78%,28,39,67,"₹60,000"
A,Male,Science,10-B,Midterm,1989,Jeremy,Hoover,jennifer32@yahoo.com,13,90%,38,48,86,"₹40,000"
B,Male,Science,10-B,Final,1990,Kayla,Williams,johnsonamy@schmidt-davies.com,18,79%,41,28,69,"₹40,000"
A,Female,English,10-C,Midterm,1991,Shelly,Fritz,sarah36@rodriguez.net,14,99%,41,23,64,"₹30,000"
B+,Male,Science,10-C,Final,1992,Amy,Parker,nicolehill@hotmail.com,18,100%,38,24,62,"₹50,000"
B,Female,History,10-A,Final,1993,Angela,Mccormick,hatfieldvictoria@murphy-hall.info,14,89%,31,38,69,"₹50,000"
A-,Female,History,10-B,Final,1994,Steven,Walker,umason@yahoo.com,17,75%,29,43,72,"₹30,000"
C+,Female,English,10-A,Final,1995,Derrick,Riley,christinevasquez@baker.com,15,91%,31,40,71,"₹50,000"
C,Female,History,10-C,Final,1996,Michael,Webster,rmclaughlin@lee.net,13,98%,38,33,71,"₹50,000"
B+,Male,History,10-A,Midterm,1997,Zoe,Barrera,amiranda@yahoo.com,18,86%,44,27,71,"₹30,000"
B+,Male,Geography,10-A,Final,1998,Alexander,Berg,eward@rodriguez.com,18,77%,49,46,95,"₹60,000"
A-,Male,English,10-B,Final,1999,Veronica,Hammond,npowell@hotmail.com,18,100%,44,47,91,"₹70,000"
A-,Male,Geography,10-C,Midterm,2000,Kristin,Russell,allisonangela@hotmail.com,15,77%,30,24,54,"₹30,000"
